year,county_name,contest_type,district_number,contest_title,result_type,party,candidate,total_votes,source_file
2024,Morgan,us_house,5,"UNITED STATES REPRESENTATIVE, 5TH CONGRESSIONAL DISTRICT",candidate,REP,Dale Strong,42318,2024-General-Morgan.xls
2024,Morgan,us_house,5,"UNITED STATES REPRESENTATIVE, 5TH CONGRESSIONAL DISTRICT",overvote,,Over Votes,4,2024-General-Morgan.xls
2024,Morgan,us_house,5,"UNITED STATES REPRESENTATIVE, 5TH CONGRESSIONAL DISTRICT",undervote,,Under Votes,10575,2024-General-Morgan.xls
2024,Morgan,us_house,5,"UNITED STATES REPRESENTATIVE, 5TH CONGRESSIONAL DISTRICT",write_in,NON,Write-In,830,2024-General-Morgan.xls
2024,Pickens,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Chase Oliver,11,2024-General-Pickens.xls
2024,Pickens,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,REP,Donald J. Trump,5465,2024-General-Pickens.xls
2024,Pickens,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Jill Stein,7,2024-General-Pickens.xls
2024,Pickens,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,DEM,Kamala D. Harris,3388,2024-General-Pickens.xls
2024,Pickens,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Robert F. Kennedy Jr.,27,2024-General-Pickens.xls
2024,Pickens,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,overvote,,Over Votes,19,2024-General-Pickens.xls
2024,Pickens,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,undervote,,Under Votes,14,2024-General-Pickens.xls
2024,Pickens,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,write_in,NON,Write-In,14,2024-General-Pickens.xls
2024,Pickens,us_house,7,"UNITED STATES REPRESENTATIVE, 7TH CONGRESSIONAL DISTRICT",candidate,REP,Robin Litaker,5261,2024-General-Pickens.xls
2024,Pickens,us_house,7,"UNITED STATES REPRESENTATIVE, 7TH CONGRESSIONAL DISTRICT",candidate,DEM,Terri A. Sewell,3583,2024-General-Pickens.xls
2024,Pickens,us_house,7,"UNITED STATES REPRESENTATIVE, 7TH CONGRESSIONAL DISTRICT",overvote,,Over Votes,5,2024-General-Pickens.xls
2024,Pickens,us_house,7,"UNITED STATES REPRESENTATIVE, 7TH CONGRESSIONAL DISTRICT",undervote,,Under Votes,94,2024-General-Pickens.xls
2024,Pickens,us_house,7,"UNITED STATES REPRESENTATIVE, 7TH CONGRESSIONAL DISTRICT",write_in,NON,Write-In,1,2024-General-Pickens.xls
2024,Randolph,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Chase Oliver,8,2024-General-Randolph.xls
2024,Randolph,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,REP,Donald J. Trump,9102,2024-General-Randolph.xls
2024,Randolph,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Jill Stein,11,2024-General-Randolph.xls
2024,Randolph,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,DEM,Kamala D. Harris,1920,2024-General-Randolph.xls
2024,Randolph,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Robert F. Kennedy Jr.,34,2024-General-Randolph.xls
2024,Randolph,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,overvote,,Over Votes,33,2024-General-Randolph.xls
2024,Randolph,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,undervote,,Under Votes,15,2024-General-Randolph.xls
2024,Randolph,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,write_in,NON,Write-In,16,2024-General-Randolph.xls
2024,Randolph,us_house,3,"UNITED STATES REPRESENTATIVE, 3RD CONGRESSIONAL DISTRICT",candidate,REP,Mike Rogers,9192,2024-General-Randolph.xls
2024,Randolph,us_house,3,"UNITED STATES REPRESENTATIVE, 3RD CONGRESSIONAL DISTRICT",overvote,,Over Votes,2,2024-General-Randolph.xls
2024,Randolph,us_house,3,"UNITED STATES REPRESENTATIVE, 3RD CONGRESSIONAL DISTRICT",undervote,,Under Votes,1842,2024-General-Randolph.xls
2024,Randolph,us_house,3,"UNITED STATES REPRESENTATIVE, 3RD CONGRESSIONAL DISTRICT",write_in,NON,Write-In,101,2024-General-Randolph.xls
2024,Shelby,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Chase Oliver,326,2024-General-Shelby.xls
2024,Shelby,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,REP,Donald J. Trump,79666,2024-General-Shelby.xls
2024,Shelby,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Jill Stein,315,2024-General-Shelby.xls
2024,Shelby,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,DEM,Kamala D. Harris,33087,2024-General-Shelby.xls
2024,Shelby,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Robert F. Kennedy Jr.,649,2024-General-Shelby.xls
2024,Shelby,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,overvote,,Over Votes,112,2024-General-Shelby.xls
2024,Shelby,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,undervote,,Under Votes,283,2024-General-Shelby.xls
2024,Shelby,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,write_in,NON,Write-In,655,2024-General-Shelby.xls
2024,Shelby,us_house,6,"UNITED STATES REPRESENTATIVE, 6TH CONGRESSIONAL DISTRICT",candidate,DEM,Elizabeth Anderson,32665,2024-General-Shelby.xls
2024,Shelby,us_house,6,"UNITED STATES REPRESENTATIVE, 6TH CONGRESSIONAL DISTRICT",candidate,REP,Gary Palmer,80925,2024-General-Shelby.xls
2024,Shelby,us_house,6,"UNITED STATES REPRESENTATIVE, 6TH CONGRESSIONAL DISTRICT",overvote,,Over Votes,31,2024-General-Shelby.xls
2024,Shelby,us_house,6,"UNITED STATES REPRESENTATIVE, 6TH CONGRESSIONAL DISTRICT",undervote,,Under Votes,1327,2024-General-Shelby.xls
2024,Shelby,us_house,6,"UNITED STATES REPRESENTATIVE, 6TH CONGRESSIONAL DISTRICT",write_in,NON,Write-In,143,2024-General-Shelby.xls
2024,St. Clair,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Chase Oliver,71,2024-General-StClair.xls
2024,St. Clair,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,REP,Donald J. Trump,35501,2024-General-StClair.xls
2024,St. Clair,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Jill Stein,48,2024-General-StClair.xls
2024,St. Clair,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,DEM,Kamala D. Harris,7640,2024-General-StClair.xls
2024,St. Clair,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Robert F. Kennedy Jr.,180,2024-General-StClair.xls
2024,St. Clair,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,overvote,,Over Votes,48,2024-General-StClair.xls
2024,St. Clair,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,undervote,,Under Votes,66,2024-General-StClair.xls
2024,St. Clair,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,write_in,NON,Write-In,86,2024-General-StClair.xls
2024,St. Clair,us_house,3,"UNITED STATES REPRESENTATIVE, 3RD CONGRESSIONAL DISTRICT",candidate,REP,Mike Rogers,36641,2024-General-StClair.xls
2024,St. Clair,us_house,3,"UNITED STATES REPRESENTATIVE, 3RD CONGRESSIONAL DISTRICT",overvote,,Over Votes,8,2024-General-StClair.xls
2024,St. Clair,us_house,3,"UNITED STATES REPRESENTATIVE, 3RD CONGRESSIONAL DISTRICT",undervote,,Under Votes,6440,2024-General-StClair.xls
2024,St. Clair,us_house,3,"UNITED STATES REPRESENTATIVE, 3RD CONGRESSIONAL DISTRICT",write_in,NON,Write-In,543,2024-General-StClair.xls
2024,Talladega,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Chase Oliver,41,2024-General-Talladega.xls
2024,Talladega,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,REP,Donald J. Trump,22100,2024-General-Talladega.xls
2024,Talladega,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Jill Stein,32,2024-General-Talladega.xls
2024,Talladega,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,DEM,Kamala D. Harris,10898,2024-General-Talladega.xls
2024,Talladega,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Robert F. Kennedy Jr.,104,2024-General-Talladega.xls
2024,Talladega,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,overvote,,Over Votes,48,2024-General-Talladega.xls
2024,Talladega,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,undervote,,Under Votes,29,2024-General-Talladega.xls
2024,Talladega,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,write_in,NON,Write-In,75,2024-General-Talladega.xls
2024,Talladega,us_house,3,"UNITED STATES REPRESENTATIVE, 3RD CONGRESSIONAL DISTRICT",candidate,REP,Mike Rogers,22759,2024-General-Talladega.xls
2024,Talladega,us_house,3,"UNITED STATES REPRESENTATIVE, 3RD CONGRESSIONAL DISTRICT",overvote,,Over Votes,1,2024-General-Talladega.xls
2024,Talladega,us_house,3,"UNITED STATES REPRESENTATIVE, 3RD CONGRESSIONAL DISTRICT",undervote,,Under Votes,9023,2024-General-Talladega.xls
2024,Talladega,us_house,3,"UNITED STATES REPRESENTATIVE, 3RD CONGRESSIONAL DISTRICT",write_in,NON,Write-In,474,2024-General-Talladega.xls
2024,Talladega,us_house,6,"UNITED STATES REPRESENTATIVE, 6TH CONGRESSIONAL DISTRICT",candidate,DEM,Elizabeth Anderson,131,2024-General-Talladega.xls
2024,Talladega,us_house,6,"UNITED STATES REPRESENTATIVE, 6TH CONGRESSIONAL DISTRICT",candidate,REP,Gary Palmer,922,2024-General-Talladega.xls
2024,Talladega,us_house,6,"UNITED STATES REPRESENTATIVE, 6TH CONGRESSIONAL DISTRICT",overvote,,Over Votes,0,2024-General-Talladega.xls
2024,Talladega,us_house,6,"UNITED STATES REPRESENTATIVE, 6TH CONGRESSIONAL DISTRICT",undervote,,Under Votes,15,2024-General-Talladega.xls
2024,Talladega,us_house,6,"UNITED STATES REPRESENTATIVE, 6TH CONGRESSIONAL DISTRICT",write_in,NON,Write-In,2,2024-General-Talladega.xls
2024,Tallapoosa,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Chase Oliver,31,2024-General-Tallapoosa.xls
2024,Tallapoosa,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,REP,Donald J. Trump,14884,2024-General-Tallapoosa.xls
2024,Tallapoosa,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Jill Stein,17,2024-General-Tallapoosa.xls
2024,Tallapoosa,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,DEM,Kamala D. Harris,4975,2024-General-Tallapoosa.xls
2024,Tallapoosa,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Robert F. Kennedy Jr.,73,2024-General-Tallapoosa.xls
2024,Tallapoosa,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,overvote,,Over Votes,53,2024-General-Tallapoosa.xls
2024,Tallapoosa,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,undervote,,Under Votes,34,2024-General-Tallapoosa.xls
2024,Tallapoosa,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,write_in,NON,Write-In,43,2024-General-Tallapoosa.xls
2024,Tallapoosa,us_house,3,"UNITED STATES REPRESENTATIVE, 3RD CONGRESSIONAL DISTRICT",candidate,REP,Mike Rogers,15399,2024-General-Tallapoosa.xls
2024,Tallapoosa,us_house,3,"UNITED STATES REPRESENTATIVE, 3RD CONGRESSIONAL DISTRICT",overvote,,Over Votes,3,2024-General-Tallapoosa.xls
2024,Tallapoosa,us_house,3,"UNITED STATES REPRESENTATIVE, 3RD CONGRESSIONAL DISTRICT",undervote,,Under Votes,4487,2024-General-Tallapoosa.xls
2024,Tallapoosa,us_house,3,"UNITED STATES REPRESENTATIVE, 3RD CONGRESSIONAL DISTRICT",write_in,NON,Write-In,221,2024-General-Tallapoosa.xls
2024,Tuscaloosa,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Chase Oliver,167,2024-General-Tuscaloosa.xls
2024,Tuscaloosa,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,REP,Donald J. Trump,50724,2024-General-Tuscaloosa.xls
2024,Tuscaloosa,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Jill Stein,155,2024-General-Tuscaloosa.xls
2024,Tuscaloosa,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,DEM,Kamala D. Harris,33399,2024-General-Tuscaloosa.xls
2024,Tuscaloosa,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Robert F. Kennedy Jr.,434,2024-General-Tuscaloosa.xls
2024,Tuscaloosa,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,overvote,,Over Votes,102,2024-General-Tuscaloosa.xls
2024,Tuscaloosa,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,undervote,,Under Votes,151,2024-General-Tuscaloosa.xls
2024,Tuscaloosa,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,write_in,NON,Write-In,377,2024-General-Tuscaloosa.xls
2024,Tuscaloosa,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",candidate,REP,Robert B. Aderholt,29640,2024-General-Tuscaloosa.xls
2024,Tuscaloosa,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",overvote,,Over Votes,2,2024-General-Tuscaloosa.xls
2024,Tuscaloosa,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",undervote,,Under Votes,9411,2024-General-Tuscaloosa.xls
2024,Tuscaloosa,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",write_in,NON,Write-In,668,2024-General-Tuscaloosa.xls
2024,Tuscaloosa,us_house,7,"UNITED STATES REPRESENTATIVE, 7TH CONGRESSIONAL DISTRICT",candidate,REP,Robin Litaker,22273,2024-General-Tuscaloosa.xls
2024,Tuscaloosa,us_house,7,"UNITED STATES REPRESENTATIVE, 7TH CONGRESSIONAL DISTRICT",candidate,DEM,Terri A. Sewell,22976,2024-General-Tuscaloosa.xls
2024,Tuscaloosa,us_house,7,"UNITED STATES REPRESENTATIVE, 7TH CONGRESSIONAL DISTRICT",overvote,,Over Votes,16,2024-General-Tuscaloosa.xls
2024,Tuscaloosa,us_house,7,"UNITED STATES REPRESENTATIVE, 7TH CONGRESSIONAL DISTRICT",undervote,,Under Votes,488,2024-General-Tuscaloosa.xls
2024,Tuscaloosa,us_house,7,"UNITED STATES REPRESENTATIVE, 7TH CONGRESSIONAL DISTRICT",write_in,NON,Write-In,35,2024-General-Tuscaloosa.xls
2024,Walker,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Chase Oliver,42,2024-General-Walker.xls
2024,Walker,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,REP,Donald J. Trump,25464,2024-General-Walker.xls
2024,Walker,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Jill Stein,20,2024-General-Walker.xls
2024,Walker,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,DEM,Kamala D. Harris,4102,2024-General-Walker.xls
2024,Walker,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Robert F. Kennedy Jr.,119,2024-General-Walker.xls
2024,Walker,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,write_in,NON,Write-In,39,2024-General-Walker.xls
2024,Walker,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",candidate,REP,Robert B. Aderholt,26026,2024-General-Walker.xls
2024,Walker,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",write_in,NON,Write-In,297,2024-General-Walker.xls
2024,Winston,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Chase Oliver,10,2024-General-Winston.xls
2024,Winston,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,REP,Donald J. Trump,10191,2024-General-Winston.xls
2024,Winston,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Jill Stein,8,2024-General-Winston.xls
2024,Winston,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,DEM,Kamala D. Harris,884,2024-General-Winston.xls
2024,Winston,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Robert F. Kennedy Jr.,36,2024-General-Winston.xls
2024,Winston,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,overvote,,Over Votes,12,2024-General-Winston.xls
2024,Winston,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,undervote,,Under Votes,20,2024-General-Winston.xls
2024,Winston,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,write_in,NON,Write-In,20,2024-General-Winston.xls
2024,Winston,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",candidate,REP,Robert B. Aderholt,10217,2024-General-Winston.xls
2024,Winston,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",overvote,,Over Votes,0,2024-General-Winston.xls
2024,Winston,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",undervote,,Under Votes,873,2024-General-Winston.xls
2024,Winston,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",write_in,NON,Write-In,90,2024-General-Winston.xls
